id,doi,title,abstract
3781510,10.11591/ijeecs.v21.i2.pp957-967,High speed pulse generators with electro-optic modulators based on different bit sequence for the digital fiber optic communication links,"The paper outlines the simulation of various pulse generators for the enhancement of optical fiber access transmission networks within flow rate of 10 Gbps and transmission range of 100 km. The pulse generators are gaussian, hyperbolic secant, triangle, sine, raised cosine in the transmission stage. Proposed pulse generators are mixed with both electro-absorption modulator (EAM) and mach-zehnder modulator (MZM) for efficient transmission. We have compared the max.  the quality factor with using proposed pulse generators against nonreturn to zero (NRZ) return to zero (RZ) pulse generators in the previous research works for different bit sequences. The signal power amplitude is tested for both optical fiber and PIN photodetector optical time-domain visualizer and RF spectrum analyzer by using in the optimum cases for different bit sequence. It is observed that proposed pulse generators/EAM have presented an efficient increase in Q-factor value compared with proposed pulse generators/MZM for different bit sequences."
3781512,10.11591/ijeecs.v16.i2.pp1070-1076,Simulative Study of Simple Ring Resonator Based Brewster Plate for  Power System operation Stability,"This study has outlined the simulative study of simple ring resonator based Brewster plate in the air. The obtained results are achieved with the variations of space length, curvature radius and phase angle of the spherical mirror. Beam radius criterion and stability parameters are measured with the variations of refractive index and thickness of Brewster plate in the air. The negative and positive effects of increasing operating parameters are observed on the performance of ring resonator system efficiency. "
3781559,10.11591/ijeecs.v18.i2.pp890-895,Dental lasers applications in visible wavelength  operational band,"There is no doubt that radiation has many side effects in our lives, so our goal in this study is to reduce our use of radiation in the diagnosis of tooth caries, and in order to achieve this goal we used the field of optical fiber in the detection of some diseases associated with oral and dental medicine. This diagnosis was accomplished by shedding light on the teeth, to be diagnosed and creating an image that allows the doctor to examine them and determine whether there are caries or any root problems. The principle is also used to detect oral cancer, fractures, and cracks in bones. This study also allows us to detect early caries, and this method saves time because it gives the diagnosis at the same time while the patient is in the treatment unit of the dental clinic. Thus the main advantages of this method are, enable the dentist to view images on the display unit attached to the clinic in real-time, compare current photos with old photos of the same patient. Also, the dentist can create a photo archive of each tooth individually and can retrieve and compare them whenever he wants.    "
3781806,10.11591/ijeecs.v16.i3.pp1392-1397,Numerical investigation of V shaped three elements resonator for optical closed loop system,"This study have outlined numerical investigation of V shaped three element resonator. The stability parameter is measured against back mirror curvature radius, back mirror phase angle, focusing length, focusing mirror phase angle, folding range in both S plane and T plane. The stability parameter is changed in positive and negative trend under the operating system parameters. The stability parameter should be optimized in order to achieve high performance efficiency of resonator system. Beam radius variations are also measured versus focusing range, folding range, and back mirror phase angle. It is clear that the negative effects of increasing system parameters on beam radius variation in both S plane and T plane. "
3781881,10.11591/ijeecs.v17.i3.pp1405-1409,Z shaped like resonator with crystal in the presence of flat  mirror based standing wave ratio for optical antenna systems,"This study has outlined the Z resonator shaped with Brewster crystal in the presence of flat mirror for measuring the standing wave ratio. Stability parameter and beam radius are simulated versus thickness, refractive index of the crystal and first and second folding ranges. Beam radius variations are studied against phase angle and curvature radius of spherical mirror in T and S planes. Intermode beat frequency of the system is 216.276 MHz and total cavity length is 693.078 mm. It is important the standing wave ratio is dependent on stability parameter and beam radius variations. "
3782127,10.11591/ijeecs.v21.i2.pp978-986,Duobinary modulation/predistortion techniques effects on high bit rate radio over fiber systems,"The work has presented duobinary modulation and predistortion techniques for the radio over fiber system enhancement for achieving security level. Duobinary modulation technique has more compact modulated spectral linewidth with standard non return to zero modulation code. Different NRZ/RZ rectangle shape employed that are namely exponential rectangle shape (ERS), and Gaussian rectangle shape (GRS) for different transmission bit rates. Switching bias voltage, and switching RF voltage based LiNbO<sub>3</sub> modulator are changed to measure the performance parameters of the radio over fiber (RoF) system. Predistortion technique improves the linearity of transmitter amplifiers and it is considered as a power efficiency technique. The optimum values of the Q-factor, data error rate (BER), electrical power, signal gain, noise figure, and light signal/noise ratio are achieved with 8 Volt for both switching biases/switching RF signal at 100 GHz. Signal quality/BER and electrical power after the receiver enhancement ratio by using this technique at different RF signal frequencies. "
7640818,10.1007/s11277-019-06687-2,The Engagement of Hybrid Dispersion Compensation Schemes Performance Signature for Ultra Wide Bandwidth and Ultra Long Haul Optical Transmission Systems,Abstract not found
8461857,10.1515/joc-2020-0216,Performance enhancement of transceiver system based inter satellite optical wireless channel (IS-OWC) for ultra long distances,This work clarified the performance enhancement of transceiver system based (IS-OWC) link by using both vertical cavity surface emitting laser diode (VCSEL) and continuous wave (CW) laser sources. The proposed model has been investigated and discussed. The inter satellite link has been modelled by using optisystem simulator at 10 Gb/s and 40 Gb/s for long distance up to 5000 km by using return to zero (RZ) and non return to zero (NRZ) schemes. The performance of IS-OWC system has been investigated by estimating the evaluation parameters such as Q-factor and bit error rate (BER). The results revealed that the NRZ is superior to RZ due to its reduced bandwidth. The BER obtained at 5000 km distance for NRZ scheme is 10−12 and 10−10 when using VCSEL and CW laser source respectively. The Q-factor records higher values at different distances when using VCSEL.
8461868,10.1515/joc-2020-0239,Best selected optical fibers with wavelength multiplexing techniques for minimum bit error rates,"In this study, six different types of optical fibers (SMF, HNLF, HNL-DFF, NZDSF, LEAF (step core) and LEAF (ring core)) can be used for different number of channels (16, 32, 64, and 80) at different bit rates to calculate the quality factor for these types of optical fibers at the optimum length for max BER × 10−9 and min BER × 10−12. By using the software Optisystem version 13, the work has been demonstrated and compared with previous study to find the best one under the same operating conditions."
8461871,10.1515/joc-2020-0117,Spatial optical transceiver system–based key solution for high data rates in measured index multimode optical fibers for indoor applications,"This study has simulated the spatial optical transceiver system based on measured index multimode optical plastic fibers channel with 1 Tb/s in 1.5 km distance. These plastic optical fibers are simply step index polycarbonate, step index polystyrene, step index polymethylmethacrylate, graded index polymethylmethacrylate and graded index cyclic transparent optical fiber (GI-CYTOP). Maximum Q-factor, optical signal power at optical fiber channel, receiver sensitivity, and coupling coefficient for sample of modes are measured based on GI-CYTOP fiber for the comparison between the previous model and the proposed model. This study clarified the enhancement of both maximum Q-factor and receiver sensitivity even though at high signal losses. The optimized Q-factor and receiver sensitivity are obtained for various plastic optical fiber channels. Power intensity level of dominant mode–based GI-CYTOP fiber channel is measured. The proposed model has presented better performance based on GI-CYTOP fiber channel in maximum Q-factor, which is within the percentage ratio ranging from 45.65 to 53.26%, optical signal power is within the percentage ratio ranging from 32.87 to 44.77%, and receiver sensitivity is within the percentage ratio ranging from 6.3 to 12.26% than the previous model at transmission distance ranges from 500 to 1500 m and bit rate of 2.5 Gb/s. GI-CYTOP fiber clarified better performance in maximum Q-factor and receiver sensitivity response better than other plastic optical fibers channels."
8461913,10.1515/joc-2019-0175,Performance Evaluation of Bidirectional Wavelength Division Multiple Access Broadband Optical Passive Elastic Networks Operation Efficiency,"The study has outlined the performance evaluation of bidirectional wavelength division multiple access broadband optical passive elastic networks operation efficiency. Signal power level, Q coefficient parameter, and minimum data error rates are measured numerically in both downstream and upstream directions based on broadband passive optical networks (BPONs). The transmission data rate available in the downstream direction is 10 Gb/s, while its value in the upstream direction is 2 Gb/s. The suitable operating wavelength is selected in the near-infrared region around 1550 nm for minimum losses. The bits sequence length of the optical transmitter is taken in to account for testing the optical network performance efficiency. The proposed model has presented better performance than the previous model by 25.76 % in downstream direction and by 12.28 % in upstream direction. As well as the bidirectional wavelength division multiple access broadband passive optical elastic networks performance efficiency is measured."
8461921,10.1515/joc-2020-0146,Fabry Perot laser properties with high pump lasers for upgrading fiber optic transceiver systems,"The work has outlined the Fabry Perot laser properties with high pump lasers for upgrading fiber optic transceiver systems. The physical structures of the light source are taken into account such as active layer length and active layer width. High pump laser is used for providing strength to the signal through the transmission/reception stages. Peak and minimum signal power levels are measured in the spectral frequency domain and time domain. Signal amplitude level margin is also measured with the optimum physical parameters of the light source. The optimum operation system performance efficiency is achieved with an active layer length of 0.06 cm, and active layer width suitable is 1.5 × 10−4 cm."
8461978,10.1515/joc-2019-0197,High-Speed Transmission Circuits Signaling in Optical Communication Systems,"This paper has outlined high-speed transmission circuits signaling in guided or unguided optical communication systems. An efficient prediction scheme to predict the signal distortion caused by intersymbol interference. As high-speed digital signals exceed many gigabits per second speeds, eye diagrams provide the means to quickly and accurately measure signal quality and system performance. Semiconductor understands the capacitance constraints that designers are faced with when using these high-speed interfaces and offers a wide line of ultra-low capacitance electrical spectral density protection devices that service these interfaces, and the noise can be reduced at the optimum circuit at both bandwidths of 167 MHz, and bandwidth of 200 MHz."
8461982,10.1515/joc-2020-0257,The influence of electrical filters with sequence generators on optical ISL performance evolution with suitable data rates,"The work offered the analysis comparison study of optical wireless intersatellite link (ISL) for both different bit sequence generators and filters. The study clarifies the impact of varying sorts of both bit sequence generator (data source) in the transmitter and electrical filters in receiver on system performance. The two bit sequence generators used are pseudo random bit sequence generator (PRBSG) and user-defined bit sequence generator (UDBSG). The used filters in this study are low pass (LP) Bessel filter, LP Gaussian filter, LPCROF (cosine roll-off filter), and LPSCROF (squared CROF). Performance of the filter depends on the order of filter and filter bandwidth. The performance parameters in our study are quality factor, Bit Error Rate (BER), and optical received power. In this study, variation of optical received power depends on the type of sequence generator because it is measured after the channel directly."
8462014,10.1515/joc-2019-0153,Optical Networks Performance Optimization Based on Hybrid Configurations of Optical Fiber Amplifiers and Optical Receivers,"The 16-channels dense wavelength division multiplexing (DWDM) systems have been optimized by utilizing hybrid configurations of conventional optical fiber amplifiers (EDFA, RAMAN and SOA) and optical photodetectors (PIN, APD(Si) and APD(InGaAs)). The DWDM systems were implemented for 5 Gb/s channel speed using one of these configurations with 100 GHz channel spacing and 25 km amplifying section. The hybrid configurations are the combinations of (PIN + EDFA), (PIN + RAMAN), (PIN + SOA), (APD(Si) + EDFA), (APD(Si) + RAMAN), (APD(Si) + SOA), (APD(InGaAs) + EDFA), (APD(InGaAs) + RAMAN) and (APD(InGaAs) + SOA). Based on BER, Q-factor and eye diagrams, the performance was compared for these configurations under influences of various thermal noise levels of photodetectors over different fiber lengths ranging from 25 km up to 150 km. The results revealed that both APD structures give optimum performance at input power P
in = 5 dBm due to high internal avalanche gain. EDFA outperforms RAMAN and SOA amplifiers. SOA amplifier shows degraded performance because of nonlinearity effects induced. RAMAN amplifier seems to be the best alternative for long reach DWDM systems because it minimizes the effects of fiber nonlinearities. The configuration (APD(Si) + EDFA) is the most efficient and recommended to be used for transmission distance beyond 100 km due to its larger Q-factor."
8462017,10.1515/joc-2019-0252,Distributed Feedback Laser (DFB) for Signal Power Amplitude Level Improvement in Long Spectral Band,"This study outlines the distributed feedback laser for signal power amplitude level improvement in the long spectral band of 1550 nm wavelength within supporting pumped wavelength of 1480 nm. The bias and modulation peak currents based distributed feedback laser are varied in order to test the signal power level, peak signal amplitude variations after the fiber-optic channel and light detectors. The signal power level, peak signal amplitude is measured against spectral wavelength and time bit period variations. The study emphasis the signal power level, peak signal amplitude are enhanced for the best selection values of both a bias current at 45 mA and modulation peak current at 0.5 mA."
8462022,10.1515/joc-2020-0223,High speed optical switching gain based EDFA model with 30 Gb/s NRZ modulation code in optical systems,This study presents high speed optical switching gain based Erbium doped fiber amplifier model. By using the proposed model the optical fiber loss can be minimized. The system is stabilized with the power budget of 25.875 mW a long 75 km as a length of optical fiber in this study can be verified. The modulation rate of 10 Gb/s can be upgrade up to reach 30 Gb/s. The suitable power for the optical transmitter is −2.440 dBm and NRZ modulation code is verified. The receiver sensitivity can be upgraded with the minimum bit error rate and max Q factor are 1.806 e−009 and 5.899.
8462032,10.1515/joc-2019-0146,Chirped Large Mode Area Photonic Crystal Modal Fibers and its Resonance Modes Based on Finite Element Technique,"The study has outlined the finite element technique used for the fiber modal analysis of photonic crystal fiber (PCF) structure with a hexagonal/circular air holes arrangement on the cladding of pure fiber-optic silica. The used fibers that are namely highly nonlinear fiber (HNLF), single model silica fiber (SMSF) are combined with PCFs with different dopants concentration. Leakage loss, number of guided resonant modes, fiber birefringence, effective refractive index and cross-section areas and nonlinear coefficient parameters are measured inaccurate estimation. The optimum resonant guided modes are also estimated for different lattice infrastructure in circular PCFs."
8462034,10.1515/joc-2019-0108,Power Enhancement of the U-shape Cavity Microring Resonator Through Gap and Material Characterizations,"A U-shape cavity including the microring resonator with a radius of 3 µm has been modeled and studied for the throughput and drop output power enhancement of the microring resonator. We have obtained the maximum output power of the silicon microring resonator by varying the bandgap between the microring and the coupled bus waveguides. The outputs can be further affected by using the different semiconductor materials such as GaAs and InAs as core waveguides, which show significant power enhancement at the throughput and drop, respectively. A time delay of 347 fs is realized for the generated results, which is occurred due to the different light propagation patch."
8462054,10.1515/joc-2020-0188,Influence of dense wavelength division multiplexing (DWDM) technique on the low earth orbit intersatellite systems performance,"This work discusses the effect of wavelength division multiplexing on performance of intersatellite link. Intersatellite optical wireless communication (IsOWC) system is simulated by using OptiSystem software. Number of multiplexing channels involve on system performance. Bit rate is an operating parameter that determines the quality of the signal. Also, wavelength and distance between satellite transmitter and satellite receiver determine the system performance. In this article, the max Q factor, received power, and optical signal/noise ratio are the major leading performance parameters."
8462065,10.1515/joc-2021-0062,Simulative study of raised cosine impulse function with Hamming grating profile based Chirp Bragg grating fiber,"This work simulate the raised Cosine impulse function with Hamming grating profile based chirp Bragg grating fiber. The transmittivity/reflectivity, the grating ref index of the chirp grating fiber variations, real/imaginary coupling coefficient variations and the cross section monitor of the mesh transmission variations are simulated and clarified versus the length of grating. The transmission/reflection spectrum, input grating pulse width intensity spectrum, and the output grating pulse width intensity against the grating wavelength are demonstrated clearly. All the obtained results are demonstrated with the OptiGrating simulation software version 12. The transmittivity/reflectivity of chirp grating fiber, the grating ref index of chirp grating fiber, the cross section monitor of the mesh transmission and the real/imaginary coupling coefficient variations are simulated and demonstrated against the grating performance parameters."
8462138,10.1515/joc-2019-0156,The Physical Parameters of EDFA and SOA Optical Amplifiers and Bit Sequence Variations Based Optical Pulse Generators Impact on the Performance of Soliton Transmission Systems,"This study has outlined the effects of physical parameters of erbium doped fiber amplifier (EDFA), semiconductor optical amplifier (SOA) on the performance of amplified soliton transmission systems. Injection current-based SOA, EDFA length is taken into account. It is observed that the optimum soliton power and signal per noise ratio are achieved with 5 m EDFA length and 900 mA injection current-based SOA. As well as the bit sequence variations based user defined bit sequence generator are employed in order to measure the soliton transmission system performance. The signal per noise ratio is enhanced with 4 bit sequence. Soliton peak power, output soliton power, and maximum Q-factor are optimized with 8 bit sequence for soliton propagation length of 150 km and possible transmission data rates of 160 Gb/s. Improvement percentage ratio in soliton peak power by using two amplification techniques a long propagation length is deeply stimulated with optiwave simulation program."
8462143,10.1515/joc-2019-0187,Analytical Model Analysis of Reflection/Transmission Characteristics of Long-Period Fiber Bragg Grating (LPFBG) by Using Coupled Mode Theory,"This study presents an analytical model analysis of reflection/transmission characteristics of long-period fiber Bragg grating (LPFBG) by using coupled mode theory. Reflected signal power is deeply studied against grating length at the optimum operating signal wavelength of 1550 nm for the proposed and previous models. Reflectivity and transmission coefficient are also clarified versus operating wavelength for the previous model and proposed a model with a central wavelength of 1550 nm, Δn = 0.003 and optimum grating length of 30 mm. In the same way, the reflectivity and transmission coefficient are outlined against relative refractive grating difference step at the optimum wavelength of 1550 nm and optimum grating length of 30 mm. The optimum LPFBG can be achieved with the optimum grating length of 30 mm, operating wavelength of 1550 nm and relative refractive grating difference step of 0.3 %."
8462157,10.1515/joc-2020-0190,Simulation performance signature evolution of optical inter satellite links based booster EDFA and receiver preamplifiers,"Aim and scope of this study is to simulate the performance signature of optical inter satellite links based booster Erbium doped fiber amplifier (EDFA) and receiver preamplifiers. The study is simulated to demonstrated the effect of changing the propagation distances between satellites spacing based on the booster EDFA and receiver preamplifiers. Signal power amplitude, Max. Q factor, and min bit error rate are investigated against the input power variations."
8462158,10.1515/joc-2019-0203,"Pump Laser Automatic Signal Control for Erbium-Doped Fiber Amplifier Gain, Noise Figure, and Output Spectral Power","This paper has simulated the pump laser automatic signal control for erbium-doped fiber amplifier gain, noise figure, and output spectral power. Signal gain and noise figure are deeply studied in relation to laser pump power variations at operating pumping wavelengths of 980 nm and 1,480 nm for previous and proposed models. Similar to the study of the light signal to noise ratio, output power level and maximum Q factor are also simulated versus EDFA amplifier length at pumping power of 500 mW and different pumping wavelength by using the proposed model. The obtained results are better by using a pumping wavelength of 1,480 nm than a pumping wavelength of 980 nm. The optimum EDFA amplifier is 5 m, which gives better performance than other amplifier lengths."
8462161,10.1515/joc-2019-0205,The Engagement of Hybrid Ultra High Space Division Multiplexing with Maximum Time Division Multiplexing Techniques for High-Speed Single-Mode Fiber Cable Systems,"High-speed single-mode fiber-optic communication systems have been presented based on various hybrid multiplexing schemes. Refractive index step and silica-doped germanium percentage parameters are also preserved during their technological boundaries of attention. It is noticed that the connect design parameters suffer more nonlinearity with the number of connects. Two different propagation techniques have been used to investigate the transmitted data rates as a criterion to enhance system performance. The first technique is soliton propagation, where the control parameters lead to equilibrium between the pulse spreading due to dispersion and the pulse shrinking because of nonlinearity. The second technique is the MTDM technique where the parameters are adjusted to lead to minimum dispersion. Two cases are investigated: no dispersion cancellation and dispersion cancellation. The investigations are conducted over an enormous range of the set of control parameters. Thermal effects are considered through three basic quantities, namely the transmission data rates, the dispersion characteristics, and the spectral losses."
8462200,10.1515/joc-2019-0312,Conventional/Phase Shift Dual Drive Mach–Zehnder Modulation Measured Type Based Radio over Fiber Systems,"This work clarified the conventional/phase shift dual Mach–Zehnder modulation measured technique for upgrading radio over fiber (ROF) systems. Four levels of pulse amplitude modulation and non-return to zero code scheme are employed in different previous studies for upgrading ROF systems. The possible transmission distance is extended to 150 km and a bit rate of 40 Gb/s for achieved acceptable max. Q factor of 13.7498 and minimum bit error rates of 1.82×10–43. The total optical received power is measured at fiber cable length for maximum distance. Also, in the same way, the signal power levels are measured after fiber optic cable and avalanche photo detector optical receiver. The proposed model has presented the enhancement percentage ratio of 13.654% over the previous models in signal quality enhancement."
8462201,10.1515/joc-2021-0118,Differential coding scheme based FSO channel for optical coherent DP-16 QAM transceiver systems,"This article has indicated optical coherent differential polarization (DP) 16 quadrature amplitude modulation (QAM) transceiver systems with free-space optical (FSO) channel in the presence of differential coding scheme. The optical coherent DP 16-QAM receiver executes the reverse process conversion of the optical signal into an electrical one that is detected to the users. The proposed optical coherent DP-16 QAM transceiver systems based FSO channel model with differential coding has been presented and compared with the previous model. However, the simulation results have confidence realization about the superiority of the proposed simulation model. Hence the proposed optical coherent DP-16 QAM transceiver systems simulation model with differential coding is verified and validated the enhancement performance based on simulation performance parameters."
8462238,10.1515/joc-2019-0168,Single Wide Band Traveling Wave Semiconductor Optical Amplifiers for All Optical Bidirectional Wavelength Conversion,"Wavelength division multiplexing (WDM) is a very important technique to utilize the bandwidth of optical fiber; multiple channels can be transmitted in the same fiber cable at the same time, and each channel has individual wavelength. At different network node, it’s required to add or drop wavelength, wavelength converter process is a technique responsible for converting the wavelength of signal to other wavelength up or down from the original value. This paper has presented a proposed model to generate inverted and non-inverted wavelength conversion by using single wide band traveling wave semiconductor optical amplifier (WBSOA), based on cross-gain modulation. The investigation of conversion efficiency (η) and quality factor (Q), versus pump power ranged value from −30 to 0 dB m, and input signal power is 0 dB m with data rate 25 Gb/s, are studied for up and down-wavelength conversion, “co-propagation” and “counter-propagation”, respectively. The simulation results indicate that, to get maximum conversion efficiency and maximum quality factor by using single WBSOA, the pump power should be located between −30 to −20 dB m for maximum conversion efficiency and equal to −10 dB m for maximum quality factor, that for up- and down-wavelength conversion, co-propagation and counter-propagation."
8462309,10.1515/joc-2020-0012,Fast speed switching response and high modulation signal processing bandwidth through LiNbO<sub>3</sub> electro-optic modulators,This work outlined the fast speed response and high modulation bandwidth through LiNbO3 electro-optic modulators. The refractive index is analyzed to estimate the switching voltage and modulation bandwidth for these modulators. The modulation voltage and data transmission data rates are analyzed and discussed clearly through LiNbO3 electro-optic modulators. The modulator’s performance efficiency is upgraded with the optimum modulator length of 10 mm and its thickness of 2 mm. The proposed modulators are compared with GaAs electrooptic modulators under various electro-optic modulators dimensions at 1300 nm near-infrared region and room temperature.
8462339,10.1515/joc-2019-0132,Comparative Simulation Study of Multi Stage Hybrid All Optical Fiber Amplifiers in Optical Communications,"This study clarifies the comparison between hybrid all optical fiber amplifiers in single-stage and multi-stage amplification. EDFA/Raman, Raman/EDFA/Raman, and EDFA/Raman/EDFA configurations are employed for upgrading optical communication systems. Single-stage Raman amplifiers clarifies very better performance than single-stage EDFA amplifier. Multi-stage Raman/EDFA/Raman also outlines very better performance than other hybrid configuration up to 475 km distance. Single-stage Raman amplification has outlined maxi. Q factor up to 218.392 for 250 km distance and 11.937 up to 475 km propagation range. So hybrid all optical amplifiers are essentially for upgrading optical system performance efficiency."
8462346,10.1515/joc-2019-0226,Technical Specifications of the Submarine Fiber Optic Channel Bandwidth/Capacity in Optical Fiber Transmission Systems,"This work outlines technical specifications of the undersea fiber optic communication channel bandwidth, capacity with taken into account the maximum and minimum extended fiber cost in the presence of amplifiers stations. The number of amplifiers in the amplification stage are addressed based on the amplifier distance to strength the light signal in water depth after 5 km distance. The fiber channel capacity is estimated at different water depth and at the surface of the water. Minimum input signal power and required detectable received power are adjusted to ensure the high data rates in submarine cable systems under the best and worst conditions of the seawater pressure. The study emphasizes the high data rates transmission can be achieved at a distance of 10 km depth."
8947625,10.1515/joc-2022-0129,Signal quality enhancement in multiplexed communication systems based on the simulation model of the optimum technical specifications of Raman fiber optical amplifiers,"Raman optical amplifiers have more reliability than the repeater in the optical communication networks. In the optical amplifier, the transmission equals the gain bandwidth of the amplifiers. The optical amplifier has functionalities such as WDM amplification (gain equalization), gain control (rapidly variation of the gain), inter-stage access (compensation in the dispersion rate). This paper presents the optimum technical specifications of fiber Raman optical amplifiers (FROAs) with average power system for signal quality improvement in multiplexed systems. The signal has upgraded to a max. Q-factor of 11.47 applied along 1000 m as a range through the free-space optical (FSO) communication channel that has an attenuation rate of 10 dB/km. Our suggested system has clarified the best Q-factor that is greatly increased to reach 49.36 in the presence of the pump laser. The multiplexed communication systems signal quality is enhanced by the percentage ratio of 39.65%."
10215369,10.1007/s11468-020-01334-0,Mono-Rectangular Core Photonic Crystal Fiber (MRC-PCF) for Skin and Blood Cancer Detection,"This paper reports a novel approach for the efficient detection of blood and skin cancerous cells using PCF-based sensor. The proposed sensor contains an asymmetrical arrangement of rectangular holes where the core region is composed of a single rectangle. Zeonex is used as the fiber substance. The model is structured and numerically analyzed using the finite element method (FEM)-based software. The simulation of the proposed model validates its efficiency in cancer cell detection. Several performance parameters suggest that the proposed sensor attains optimum results at 2.0 THz. At this point, the sensitivities achieved in detecting blood cancer cells, normal cell (Jurkat), skin cancer cell, normal cell (basal), and water are 96.74, 96.56, 96.61, 96.34, and 95.69%, respectively. Besides, simulation results also suggest that the material and confinement loss are very low for this proposed sensor. Additionally, the simple rectangle-based model provides the ease of fabrication introducing prevailing strategies."
11181047,10.1515/joc-2022-0121,Different mode operations based all optical fiber amplifiers with optical differential polarization quadrature phase shift keying transmitter,"This paper simulated the different mode operations based all optical fiber amplifiers with optical differential polarization quadrature phase shift keying transmitter. Gain mode operation, power mode operation and saturation mode operation based all optical fiber amplifiers are employed to measure the signal power, noise power level at both spectral time domain and frequency domain. The peak signal power and signal power amplitude are accurately measured for different mode operations based all fiber optical amplifiers. The performance is enhanced with saturation mode operation based all optical fiber amplifiers."
